customer_id,customer_type,age,gender,area,dietary_preference,spice_preference,avg_spending_npr,loyalty_member,loyalty_status,spending_category
2361,Student,26,Male,Battisputali,Vegetarian,Medium,556,FALSE,Non-Loyal,Medium
2362,Corporate,36,Female,Kalimati,No Preference,Mild,834,FALSE,Non-Loyal,Medium
2363,Local,27,Male,Thamel,Non-Vegetarian,Medium,540,FALSE,Non-Loyal,Medium
2364,Local,58,Male,Kalimati,Non-Vegetarian,Mild,714,FALSE,Non-Loyal,Medium
2365,Student,19,Female,Chabahil,Non-Vegetarian,Hot,255,TRUE,Loyal,Low
2366,Tourist,60,Female,Lazimpat,No Preference,Hot,1870,FALSE,Non-Loyal,High
2367,Tourist,36,Female,Chabahil,Vegetarian,Mild,939,FALSE,Non-Loyal,Medium
2368,Tourist,24,Female,Kalanki,Non-Vegetarian,Mild,886,FALSE,Non-Loyal,Medium
2369,Local,31,Female,Chabahil,No Preference,Medium,316,FALSE,Non-Loyal,Low
2370,Tourist,44,Male,Balkhu,No Preference,Medium,1308,TRUE,Loyal,High
2371,Corporate,41,Male,Putalisadak,No Preference,Medium,626,TRUE,Loyal,Medium
2372,Corporate,48,Male,Chabahil,No Preference,Mild,595,TRUE,Loyal,Medium
2373,Student,22,Female,Kalimati,No Preference,Hot,311,FALSE,Non-Loyal,Low
2374,Expat,29,Male,Baluwatar,Non-Vegetarian,Medium,1493,TRUE,Loyal,High
2375,Local,54,Male,Battisputali,Non-Vegetarian,Mild,909,TRUE,Loyal,Medium
2376,Local,40,Male,Kalimati,Non-Vegetarian,Mild,879,FALSE,Non-Loyal,Medium
2377,Local,34,Female,Kalanki,No Preference,Mild,896,TRUE,Loyal,Medium
2378,Tourist,61,Male,New Baneshwor,Non-Vegetarian,Mild,2059,FALSE,Non-Loyal,High
2379,Corporate,28,Female,Bouddha,No Preference,Hot,573,FALSE,Non-Loyal,Medium
2380,Local,51,Female,Lazimpat,Non-Vegetarian,Hot,814,FALSE,Non-Loyal,Medium
2381,Local,46,Male,Koteshwor,No Preference,Medium,569,FALSE,Non-Loyal,Medium
2382,Local,53,Male,New Baneshwor,No Preference,Medium,967,TRUE,Loyal,Medium
2383,Student,18,Female,Durbarmarg,Non-Vegetarian,Hot,635,TRUE,Loyal,Medium
2384,Student,25,Male,Kalimati,No Preference,Medium,441,FALSE,Non-Loyal,Low
2385,Tourist,54,Female,Lazimpat,Non-Vegetarian,Medium,830,FALSE,Non-Loyal,Medium
2386,Expat,33,Male,Kalanki,No Preference,Medium,1634,FALSE,Non-Loyal,High
2387,Local,23,Female,Jorpati,Non-Vegetarian,Hot,769,FALSE,Non-Loyal,Medium
2388,Local,52,Female,Kalanki,Non-Vegetarian,Hot,304,FALSE,Non-Loyal,Low
2389,Student,26,Female,Lazimpat,No Preference,Hot,248,FALSE,Non-Loyal,Low
2390,Expat,48,Male,Durbarmarg,Non-Vegetarian,Medium,1361,TRUE,Loyal,High
2391,Expat,52,Male,Battisputali,Vegetarian,Medium,947,TRUE,Loyal,Medium
2392,Corporate,33,Male,Battisputali,Non-Vegetarian,Medium,816,FALSE,Non-Loyal,Medium
2393,Tourist,31,Female,Koteshwor,No Preference,Mild,1834,TRUE,Loyal,High
2394,Local,39,Male,Durbarmarg,Vegetarian,Hot,392,FALSE,Non-Loyal,Low
2395,Tourist,58,Male,Jorpati,No Preference,Mild,1097,FALSE,Non-Loyal,High
2396,Expat,23,Male,Durbarmarg,Non-Vegetarian,Medium,776,FALSE,Non-Loyal,Medium
2397,Corporate,41,Female,Jorpati,Non-Vegetarian,Hot,539,FALSE,Non-Loyal,Medium
2398,Tourist,38,Male,Baluwatar,Vegetarian,Mild,891,FALSE,Non-Loyal,Medium
2399,Local,39,Male,Putalisadak,Non-Vegetarian,Hot,767,FALSE,Non-Loyal,Medium
2400,Corporate,33,Male,Balkhu,Non-Vegetarian,Medium,1105,TRUE,Loyal,High
2401,Local,59,Male,New Baneshwor,Non-Vegetarian,Mild,428,FALSE,Non-Loyal,Low
2402,Local,30,Female,Putalisadak,Non-Vegetarian,Medium,379,TRUE,Loyal,Low
2403,Local,56,Female,Chabahil,No Preference,Medium,320,FALSE,Non-Loyal,Low
2404,Local,25,Female,Thamel,No Preference,Mild,710,TRUE,Loyal,Medium
2405,Local,49,Female,Kalimati,Non-Vegetarian,Medium,958,FALSE,Non-Loyal,Medium
2406,Local,46,Male,Durbarmarg,Non-Vegetarian,Medium,498,FALSE,Non-Loyal,Low
2407,Tourist,51,Female,Maharajgunj,Non-Vegetarian,Mild,1694,FALSE,Non-Loyal,High
2408,Local,46,Male,Jorpati,Non-Vegetarian,Hot,754,FALSE,Non-Loyal,Medium
2409,Student,20,Male,Maharajgunj,Non-Vegetarian,Hot,327,FALSE,Non-Loyal,Low
2410,Local,34,Male,Lazimpat,Non-Vegetarian,Mild,947,TRUE,Loyal,Medium
2411,Local,43,Male,Jorpati,Vegetarian,Mild,368,FALSE,Non-Loyal,Low
2412,Local,21,Male,Jorpati,No Preference,Hot,679,FALSE,Non-Loyal,Medium
2413,Local,58,Female,Kalanki,Non-Vegetarian,Medium,556,TRUE,Loyal,Medium
2414,Local,36,Male,Lazimpat,Non-Vegetarian,Mild,350,TRUE,Loyal,Low
2415,Student,27,Female,Balkhu,Non-Vegetarian,Medium,243,FALSE,Non-Loyal,Low
2416,Local,56,Female,Lazimpat,Vegetarian,Medium,374,TRUE,Loyal,Low
2417,Tourist,34,Male,Jorpati,No Preference,Medium,1810,TRUE,Loyal,High
2418,Local,29,Male,Kalimati,Vegetarian,Medium,740,FALSE,Non-Loyal,Medium
2419,Tourist,40,Female,Balkhu,No Preference,Mild,888,FALSE,Non-Loyal,Medium
2420,Local,58,Male,Putalisadak,Non-Vegetarian,Hot,992,FALSE,Non-Loyal,Medium
2421,Local,20,Female,Balkhu,No Preference,Medium,477,FALSE,Non-Loyal,Low
2422,Local,41,Female,Baluwatar,Non-Vegetarian,Medium,763,FALSE,Non-Loyal,Medium
2423,Local,58,Female,Jorpati,Vegetarian,Medium,807,FALSE,Non-Loyal,Medium
2424,Expat,25,Male,Koteshwor,Non-Vegetarian,Medium,825,FALSE,Non-Loyal,Medium
2425,Local,59,Male,Lazimpat,No Preference,Medium,693,FALSE,Non-Loyal,Medium
2426,Tourist,52,Female,Jorpati,Non-Vegetarian,Mild,1609,FALSE,Non-Loyal,High
2427,Local,34,Male,Maharajgunj,Non-Vegetarian,Medium,856,FALSE,Non-Loyal,Medium
2428,Local,57,Female,Bouddha,Non-Vegetarian,Medium,306,FALSE,Non-Loyal,Low
2429,Tourist,44,Female,Jorpati,Non-Vegetarian,Medium,2194,FALSE,Non-Loyal,High
2430,Local,24,Female,Putalisadak,Vegetarian,Medium,610,FALSE,Non-Loyal,Medium
2431,Local,43,Female,Putalisadak,Non-Vegetarian,Medium,443,TRUE,Loyal,Low
2432,Corporate,29,Female,Durbarmarg,Non-Vegetarian,Mild,1138,FALSE,Non-Loyal,High
2433,Student,18,Male,Battisputali,Non-Vegetarian,Medium,272,FALSE,Non-Loyal,Low
2434,Local,29,Male,Thamel,No Preference,Hot,351,FALSE,Non-Loyal,Low
2435,Student,22,Male,Kalanki,Non-Vegetarian,Hot,280,TRUE,Loyal,Low
2436,Corporate,34,Female,Thamel,Vegetarian,Mild,720,TRUE,Loyal,Medium
2437,Expat,20,Female,Koteshwor,Non-Vegetarian,Medium,1087,FALSE,Non-Loyal,High
2438,Local,41,Male,Kalimati,Non-Vegetarian,Hot,827,FALSE,Non-Loyal,Medium
2439,Local,21,Female,Kalimati,Non-Vegetarian,Hot,575,FALSE,Non-Loyal,Medium
2440,Local,28,Male,New Baneshwor,Non-Vegetarian,Mild,615,TRUE,Loyal,Medium
2441,Local,59,Female,Chabahil,Vegetarian,Hot,937,FALSE,Non-Loyal,Medium
2442,Tourist,63,Female,Bouddha,No Preference,Mild,1698,FALSE,Non-Loyal,High
2443,Local,24,Male,New Baneshwor,Non-Vegetarian,Medium,418,FALSE,Non-Loyal,Low
2444,Local,51,Male,Bouddha,Non-Vegetarian,Hot,885,FALSE,Non-Loyal,Medium
2445,Local,57,Male,Maharajgunj,Vegetarian,Mild,919,FALSE,Non-Loyal,Medium
2446,Corporate,38,Male,Maharajgunj,No Preference,Medium,953,FALSE,Non-Loyal,Medium
2447,Corporate,48,Male,Kalimati,Non-Vegetarian,Medium,1285,TRUE,Loyal,High
2448,Local,35,Male,Jorpati,Non-Vegetarian,Medium,722,TRUE,Loyal,Medium
2449,Tourist,52,Female,Battisputali,Vegetarian,Mild,873,FALSE,Non-Loyal,Medium
2450,Local,29,Male,Baluwatar,Vegetarian,Mild,372,FALSE,Non-Loyal,Low
2451,Local,40,Male,Putalisadak,Vegetarian,Hot,442,TRUE,Loyal,Low
2452,Local,30,Male,Koteshwor,Non-Vegetarian,Mild,558,FALSE,Non-Loyal,Medium
2453,Local,22,Male,Battisputali,No Preference,Hot,845,TRUE,Loyal,Medium
2454,Local,52,Male,Kalimati,No Preference,Hot,509,TRUE,Loyal,Medium
2455,Local,34,Male,Koteshwor,Non-Vegetarian,Medium,834,FALSE,Non-Loyal,Medium
2456,Student,27,Female,Kalanki,No Preference,Mild,590,FALSE,Non-Loyal,Medium
2457,Expat,27,Male,Durbarmarg,Vegetarian,Mild,1939,FALSE,Non-Loyal,High
2458,Expat,24,Male,Bouddha,Non-Vegetarian,Mild,1044,FALSE,Non-Loyal,High
2459,Local,39,Female,Lazimpat,No Preference,Mild,762,FALSE,Non-Loyal,Medium
2460,Corporate,49,Female,Koteshwor,Non-Vegetarian,Medium,1380,FALSE,Non-Loyal,High
2461,Student,24,Male,Bouddha,Non-Vegetarian,Hot,214,FALSE,Non-Loyal,Low
2462,Tourist,64,Female,Jorpati,Vegetarian,Mild,1299,TRUE,Loyal,High
2463,Local,56,Male,Jorpati,Non-Vegetarian,Mild,433,FALSE,Non-Loyal,Low
2464,Local,45,Female,Battisputali,Vegetarian,Hot,478,FALSE,Non-Loyal,Low
2465,Corporate,43,Male,Maharajgunj,Non-Vegetarian,Medium,1186,FALSE,Non-Loyal,High
2466,Student,20,Male,Maharajgunj,No Preference,Mild,200,TRUE,Loyal,Low
2467,Local,29,Female,Kalanki,Vegetarian,Mild,521,FALSE,Non-Loyal,Medium
2468,Local,40,Female,Kalimati,Non-Vegetarian,Medium,673,FALSE,Non-Loyal,Medium
2469,Tourist,34,Female,Thamel,Non-Vegetarian,Medium,2408,FALSE,Non-Loyal,High
2470,Local,35,Male,Battisputali,No Preference,Hot,485,FALSE,Non-Loyal,Low
2471,Local,31,Female,Maharajgunj,Non-Vegetarian,Medium,311,TRUE,Loyal,Low
2472,Local,44,Female,New Baneshwor,Non-Vegetarian,Hot,366,FALSE,Non-Loyal,Low
2473,Corporate,40,Female,Jorpati,No Preference,Mild,1465,TRUE,Loyal,High
2474,Local,44,Male,Balkhu,Non-Vegetarian,Medium,383,FALSE,Non-Loyal,Low
2475,Tourist,30,Male,Kalanki,Non-Vegetarian,Mild,1202,TRUE,Loyal,High
2476,Student,20,Male,Durbarmarg,Non-Vegetarian,Medium,567,FALSE,Non-Loyal,Medium
2477,Student,20,Female,Durbarmarg,No Preference,Mild,549,TRUE,Loyal,Medium
2478,Expat,57,Female,New Baneshwor,No Preference,Mild,1589,FALSE,Non-Loyal,High
2479,Local,37,Female,Balkhu,Vegetarian,Hot,516,FALSE,Non-Loyal,Medium
2480,Tourist,38,Male,Jorpati,Non-Vegetarian,Mild,1695,FALSE,Non-Loyal,High
2481,Tourist,37,Male,New Baneshwor,Non-Vegetarian,Mild,1434,FALSE,Non-Loyal,High
2482,Corporate,25,Female,Balkhu,No Preference,Hot,915,FALSE,Non-Loyal,Medium
2483,Local,58,Male,Battisputali,Non-Vegetarian,Mild,696,TRUE,Loyal,Medium
2484,Student,23,Female,Thamel,Vegetarian,Medium,430,FALSE,Non-Loyal,Low
2485,Student,27,Female,Chabahil,Vegetarian,Medium,334,FALSE,Non-Loyal,Low
2486,Expat,40,Female,Balkhu,No Preference,Mild,1930,FALSE,Non-Loyal,High
2487,Tourist,35,Male,Chabahil,Non-Vegetarian,Mild,1444,TRUE,Loyal,High
2488,Local,29,Female,Bouddha,Non-Vegetarian,Mild,488,FALSE,Non-Loyal,Low
2489,Tourist,32,Male,Kalanki,Non-Vegetarian,Mild,974,FALSE,Non-Loyal,Medium
2490,Expat,42,Male,Baluwatar,Non-Vegetarian,Hot,881,FALSE,Non-Loyal,Medium
2491,Local,57,Female,Bouddha,Vegetarian,Mild,737,FALSE,Non-Loyal,Medium
2492,Local,24,Male,Battisputali,Non-Vegetarian,Medium,480,FALSE,Non-Loyal,Low
2493,Tourist,37,Male,Kalanki,No Preference,Medium,1138,FALSE,Non-Loyal,High
2494,Student,25,Female,Jorpati,Vegetarian,Hot,294,FALSE,Non-Loyal,Low
2495,Student,20,Female,Balkhu,Non-Vegetarian,Mild,600,TRUE,Loyal,Medium
2496,Tourist,58,Male,Maharajgunj,No Preference,Mild,928,TRUE,Loyal,Medium
2497,Local,31,Male,Koteshwor,Vegetarian,Medium,703,FALSE,Non-Loyal,Medium
2498,Local,55,Male,Jorpati,Non-Vegetarian,Hot,324,FALSE,Non-Loyal,Low
2499,Local,46,Male,Thamel,No Preference,Medium,857,FALSE,Non-Loyal,Medium
2500,Local,29,Female,Thamel,Vegetarian,Medium,801,TRUE,Loyal,Medium
2501,Local,24,Female,Battisputali,Non-Vegetarian,Mild,871,TRUE,Loyal,Medium
2502,Student,21,Male,Baluwatar,Non-Vegetarian,Mild,296,TRUE,Loyal,Low
2503,Local,24,Male,Kalanki,Non-Vegetarian,Hot,423,FALSE,Non-Loyal,Low
2504,Local,35,Female,Lazimpat,Vegetarian,Medium,375,FALSE,Non-Loyal,Low
2505,Corporate,27,Female,Battisputali,No Preference,Medium,1471,FALSE,Non-Loyal,High
2506,Student,18,Male,Baluwatar,Non-Vegetarian,Medium,398,TRUE,Loyal,Low
2507,Tourist,35,Female,Kalimati,No Preference,Mild,979,TRUE,Loyal,Medium
2508,Local,31,Female,Kalanki,No Preference,Mild,360,FALSE,Non-Loyal,Low
2509,Local,21,Female,Kalanki,No Preference,Medium,902,FALSE,Non-Loyal,Medium
2510,Local,54,Female,Balkhu,Non-Vegetarian,Medium,419,FALSE,Non-Loyal,Low
2511,Local,35,Female,Koteshwor,Non-Vegetarian,Hot,694,TRUE,Loyal,Medium
2512,Tourist,49,Female,Balkhu,No Preference,Medium,1984,TRUE,Loyal,High
2513,Student,21,Female,Putalisadak,No Preference,Medium,451,TRUE,Loyal,Low
2514,Local,32,Male,Durbarmarg,Non-Vegetarian,Medium,556,FALSE,Non-Loyal,Medium
2515,Local,42,Male,Bouddha,Vegetarian,Medium,979,FALSE,Non-Loyal,Medium
2516,Corporate,48,Female,Maharajgunj,Vegetarian,Hot,1220,FALSE,Non-Loyal,High
2517,Student,24,Female,Kalanki,Non-Vegetarian,Mild,200,FALSE,Non-Loyal,Low
2518,Local,53,Female,Putalisadak,Vegetarian,Hot,428,FALSE,Non-Loyal,Low
2519,Corporate,29,Female,New Baneshwor,Vegetarian,Medium,1117,FALSE,Non-Loyal,High
2520,Student,18,Male,Baluwatar,No Preference,Hot,456,FALSE,Non-Loyal,Low
2521,Student,21,Male,Baluwatar,Non-Vegetarian,Hot,312,FALSE,Non-Loyal,Low
2522,Local,42,Male,Baluwatar,Vegetarian,Medium,412,FALSE,Non-Loyal,Low
2523,Student,27,Male,Maharajgunj,No Preference,Mild,657,TRUE,Loyal,Medium
2524,Expat,54,Female,Maharajgunj,Non-Vegetarian,Mild,1963,FALSE,Non-Loyal,High
2525,Student,25,Male,Balkhu,Vegetarian,Medium,388,TRUE,Loyal,Low
2526,Local,51,Male,Maharajgunj,No Preference,Hot,662,TRUE,Loyal,Medium
2527,Tourist,26,Male,Lazimpat,Non-Vegetarian,Medium,1031,FALSE,Non-Loyal,High
2528,Tourist,50,Male,Jorpati,Non-Vegetarian,Hot,1344,FALSE,Non-Loyal,High
2529,Local,33,Female,Durbarmarg,Non-Vegetarian,Medium,809,TRUE,Loyal,Medium
2530,Local,56,Female,Battisputali,Non-Vegetarian,Hot,481,FALSE,Non-Loyal,Low
2531,Local,38,Female,Kalimati,Non-Vegetarian,Hot,866,FALSE,Non-Loyal,Medium
2532,Tourist,32,Male,Lazimpat,No Preference,Mild,1563,TRUE,Loyal,High
2533,Student,23,Female,Kalanki,Non-Vegetarian,Hot,639,TRUE,Loyal,Medium
2534,Student,20,Male,Baluwatar,Vegetarian,Hot,559,TRUE,Loyal,Medium
2535,Local,40,Female,Baluwatar,No Preference,Hot,354,FALSE,Non-Loyal,Low
2536,Student,25,Male,Kalanki,Non-Vegetarian,Medium,530,FALSE,Non-Loyal,Medium
2537,Corporate,48,Female,Chabahil,Non-Vegetarian,Hot,1224,FALSE,Non-Loyal,High
2538,Corporate,46,Female,Putalisadak,No Preference,Hot,769,FALSE,Non-Loyal,Medium
2539,Tourist,58,Male,Bouddha,No Preference,Mild,1424,FALSE,Non-Loyal,High
2540,Corporate,44,Male,Jorpati,Non-Vegetarian,Hot,852,FALSE,Non-Loyal,Medium
2541,Student,22,Female,Battisputali,Non-Vegetarian,Mild,340,FALSE,Non-Loyal,Low
2542,Local,56,Male,Maharajgunj,Non-Vegetarian,Medium,840,FALSE,Non-Loyal,Medium
2543,Tourist,39,Female,Kalimati,Non-Vegetarian,Mild,967,TRUE,Loyal,Medium
2544,Tourist,55,Male,Chabahil,Vegetarian,Mild,2097,FALSE,Non-Loyal,High
2545,Corporate,30,Female,Battisputali,No Preference,Mild,1323,TRUE,Loyal,High
2546,Corporate,47,Female,Durbarmarg,Vegetarian,Medium,1221,FALSE,Non-Loyal,High
2547,Local,34,Male,Kalimati,Non-Vegetarian,Mild,874,TRUE,Loyal,Medium
2548,Local,59,Male,Baluwatar,Non-Vegetarian,Hot,473,FALSE,Non-Loyal,Low
2549,Local,48,Female,Maharajgunj,Non-Vegetarian,Hot,951,TRUE,Loyal,Medium
2550,Local,24,Female,Thamel,Non-Vegetarian,Mild,714,FALSE,Non-Loyal,Medium
2551,Local,45,Female,Koteshwor,Non-Vegetarian,Medium,640,TRUE,Loyal,Medium
2552,Expat,23,Male,Putalisadak,Non-Vegetarian,Hot,1960,TRUE,Loyal,High
2553,Local,55,Female,Battisputali,Non-Vegetarian,Medium,369,FALSE,Non-Loyal,Low
2554,Expat,57,Male,Thamel,No Preference,Hot,918,FALSE,Non-Loyal,Medium
2555,Tourist,42,Female,Balkhu,Vegetarian,Medium,1723,FALSE,Non-Loyal,High
2556,Local,52,Female,Jorpati,Non-Vegetarian,Medium,328,TRUE,Loyal,Low
2557,Corporate,28,Female,Battisputali,Vegetarian,Medium,985,TRUE,Loyal,Medium
2558,Student,20,Male,Baluwatar,Non-Vegetarian,Hot,448,TRUE,Loyal,Low
2559,Tourist,62,Male,Bouddha,Vegetarian,Mild,2277,TRUE,Loyal,High
2560,Local,47,Male,Chabahil,Non-Vegetarian,Mild,832,FALSE,Non-Loyal,Medium
2561,Local,47,Female,Bouddha,Non-Vegetarian,Mild,961,TRUE,Loyal,Medium
2562,Local,51,Male,Jorpati,Vegetarian,Hot,461,FALSE,Non-Loyal,Low
2563,Local,21,Male,Bouddha,Non-Vegetarian,Medium,478,TRUE,Loyal,Low
2564,Local,28,Male,Balkhu,No Preference,Hot,678,TRUE,Loyal,Medium
2565,Local,31,Female,Putalisadak,Non-Vegetarian,Hot,498,TRUE,Loyal,Low
2566,Corporate,30,Male,Balkhu,Non-Vegetarian,Medium,1339,FALSE,Non-Loyal,High
2567,Local,34,Male,Chabahil,Non-Vegetarian,Medium,545,FALSE,Non-Loyal,Medium
2568,Local,38,Female,Thamel,Non-Vegetarian,Hot,309,FALSE,Non-Loyal,Low
2569,Local,21,Female,Jorpati,No Preference,Medium,888,FALSE,Non-Loyal,Medium
2570,Local,36,Female,Koteshwor,Non-Vegetarian,Mild,723,TRUE,Loyal,Medium
2571,Expat,26,Male,New Baneshwor,Vegetarian,Hot,751,TRUE,Loyal,Medium
2572,Local,21,Female,Lazimpat,Non-Vegetarian,Hot,513,FALSE,Non-Loyal,Medium
2573,Student,22,Female,Baluwatar,Vegetarian,Medium,691,FALSE,Non-Loyal,Medium
2574,Student,27,Female,Jorpati,No Preference,Medium,565,TRUE,Loyal,Medium
2575,Expat,34,Female,Durbarmarg,Non-Vegetarian,Mild,783,FALSE,Non-Loyal,Medium
2576,Tourist,59,Male,Kalimati,Non-Vegetarian,Mild,1374,TRUE,Loyal,High
2577,Local,48,Male,Battisputali,Non-Vegetarian,Medium,714,FALSE,Non-Loyal,Medium
2578,Student,26,Male,Kalanki,No Preference,Medium,360,TRUE,Loyal,Low
2579,Local,45,Female,Jorpati,Vegetarian,Medium,494,TRUE,Loyal,Low
2580,Local,59,Female,Battisputali,Non-Vegetarian,Medium,948,TRUE,Loyal,Medium
2581,Corporate,49,Female,Baluwatar,Non-Vegetarian,Mild,1338,FALSE,Non-Loyal,High
2582,Local,22,Female,Chabahil,No Preference,Hot,389,FALSE,Non-Loyal,Low
2583,Local,57,Male,Koteshwor,No Preference,Medium,352,FALSE,Non-Loyal,Low
2584,Local,56,Female,Bouddha,Non-Vegetarian,Medium,544,TRUE,Loyal,Medium
2585,Local,50,Female,Balkhu,Non-Vegetarian,Hot,625,FALSE,Non-Loyal,Medium
2586,Tourist,45,Male,Balkhu,Vegetarian,Medium,970,FALSE,Non-Loyal,Medium
2587,Corporate,49,Male,Durbarmarg,No Preference,Hot,1396,FALSE,Non-Loyal,High
2588,Expat,57,Female,Putalisadak,No Preference,Hot,1576,TRUE,Loyal,High
2589,Corporate,43,Female,Durbarmarg,Non-Vegetarian,Medium,1231,FALSE,Non-Loyal,High
2590,Student,24,Male,Balkhu,Non-Vegetarian,Medium,694,TRUE,Loyal,Medium
2591,Local,37,Male,Lazimpat,No Preference,Medium,370,TRUE,Loyal,Low
2592,Expat,30,Male,Jorpati,No Preference,Medium,1768,TRUE,Loyal,High
2593,Local,23,Male,Kalimati,Non-Vegetarian,Mild,576,FALSE,Non-Loyal,Medium
2594,Corporate,42,Female,Putalisadak,Non-Vegetarian,Mild,1127,TRUE,Loyal,High
2595,Local,40,Male,Battisputali,Non-Vegetarian,Mild,580,FALSE,Non-Loyal,Medium
2596,Student,23,Female,New Baneshwor,Non-Vegetarian,Hot,462,FALSE,Non-Loyal,Low
2597,Tourist,38,Female,Durbarmarg,Non-Vegetarian,Medium,844,FALSE,Non-Loyal,Medium
2598,Local,48,Male,Durbarmarg,Vegetarian,Medium,931,FALSE,Non-Loyal,Medium
2599,Expat,23,Female,Koteshwor,Non-Vegetarian,Medium,1280,FALSE,Non-Loyal,High
2600,Corporate,40,Female,Baluwatar,Non-Vegetarian,Medium,1111,FALSE,Non-Loyal,High
2601,Student,21,Male,Durbarmarg,Non-Vegetarian,Mild,212,FALSE,Non-Loyal,Low
2602,Corporate,35,Male,Putalisadak,No Preference,Medium,1225,TRUE,Loyal,High
2603,Local,52,Female,Battisputali,No Preference,Medium,902,FALSE,Non-Loyal,Medium
2604,Expat,40,Male,Kalanki,Vegetarian,Medium,1865,TRUE,Loyal,High
2605,Local,54,Male,Chabahil,No Preference,Mild,737,TRUE,Loyal,Medium
2606,Expat,49,Male,Durbarmarg,Non-Vegetarian,Medium,1693,FALSE,Non-Loyal,High
2607,Local,27,Female,Maharajgunj,Vegetarian,Mild,942,TRUE,Loyal,Medium
2608,Local,20,Female,Chabahil,No Preference,Mild,397,FALSE,Non-Loyal,Low
2609,Student,20,Female,Kalimati,Vegetarian,Medium,240,FALSE,Non-Loyal,Low
2610,Student,25,Male,Bouddha,No Preference,Medium,287,FALSE,Non-Loyal,Low
2611,Local,47,Female,Jorpati,Non-Vegetarian,Medium,932,TRUE,Loyal,Medium
2612,Local,53,Female,Lazimpat,Non-Vegetarian,Medium,847,TRUE,Loyal,Medium
2613,Local,31,Male,Jorpati,Non-Vegetarian,Mild,910,FALSE,Non-Loyal,Medium
2614,Expat,31,Male,Kalimati,Vegetarian,Mild,1502,TRUE,Loyal,High
2615,Tourist,35,Female,Thamel,No Preference,Mild,1423,TRUE,Loyal,High
2616,Local,36,Female,Durbarmarg,Non-Vegetarian,Hot,397,FALSE,Non-Loyal,Low
2617,Student,22,Female,Lazimpat,Non-Vegetarian,Mild,305,FALSE,Non-Loyal,Low
2618,Tourist,51,Female,Battisputali,Non-Vegetarian,Mild,2411,FALSE,Non-Loyal,High
2619,Local,49,Male,Koteshwor,Non-Vegetarian,Hot,676,FALSE,Non-Loyal,Medium
2620,Local,33,Female,Putalisadak,Non-Vegetarian,Medium,714,TRUE,Loyal,Medium
2621,Local,37,Male,Lazimpat,No Preference,Medium,872,TRUE,Loyal,Medium
2622,Expat,32,Male,Maharajgunj,No Preference,Hot,1482,FALSE,Non-Loyal,High
2623,Student,20,Female,Lazimpat,No Preference,Mild,549,FALSE,Non-Loyal,Medium
2624,Local,29,Female,Battisputali,No Preference,Hot,318,FALSE,Non-Loyal,Low
2625,Local,36,Female,Kalimati,No Preference,Mild,786,FALSE,Non-Loyal,Medium
2626,Local,49,Male,Chabahil,No Preference,Medium,601,FALSE,Non-Loyal,Medium
2627,Local,58,Female,Baluwatar,Non-Vegetarian,Medium,862,TRUE,Loyal,Medium
2628,Student,24,Female,Chabahil,Non-Vegetarian,Hot,243,FALSE,Non-Loyal,Low
2629,Local,49,Male,Kalimati,Non-Vegetarian,Hot,974,TRUE,Loyal,Medium
2630,Student,23,Female,Putalisadak,No Preference,Mild,233,FALSE,Non-Loyal,Low
2631,Corporate,29,Female,Balkhu,Vegetarian,Medium,1192,FALSE,Non-Loyal,High
2632,Student,20,Male,Durbarmarg,Vegetarian,Medium,356,TRUE,Loyal,Low
2633,Tourist,60,Female,Baluwatar,No Preference,Medium,851,FALSE,Non-Loyal,Medium
2634,Local,35,Male,Balkhu,Non-Vegetarian,Hot,973,FALSE,Non-Loyal,Medium
2635,Expat,47,Male,Kalanki,Vegetarian,Hot,1790,TRUE,Loyal,High
2636,Student,25,Male,Balkhu,Vegetarian,Hot,637,FALSE,Non-Loyal,Medium
2637,Tourist,44,Female,Jorpati,Non-Vegetarian,Mild,2293,TRUE,Loyal,High
2638,Local,41,Female,Durbarmarg,Non-Vegetarian,Hot,616,TRUE,Loyal,Medium
2639,Local,52,Female,Jorpati,Non-Vegetarian,Hot,367,FALSE,Non-Loyal,Low
2640,Local,27,Male,Battisputali,No Preference,Mild,658,TRUE,Loyal,Medium
2641,Expat,46,Male,Baluwatar,Vegetarian,Hot,1246,FALSE,Non-Loyal,High
2642,Student,18,Female,Battisputali,Non-Vegetarian,Mild,283,TRUE,Loyal,Low
2643,Local,31,Male,Kalanki,No Preference,Medium,949,FALSE,Non-Loyal,Medium
2644,Local,23,Female,Durbarmarg,No Preference,Medium,805,FALSE,Non-Loyal,Medium
2645,Student,23,Male,Battisputali,Vegetarian,Medium,669,TRUE,Loyal,Medium
2646,Corporate,32,Female,Jorpati,Non-Vegetarian,Medium,951,FALSE,Non-Loyal,Medium
2647,Local,36,Female,Durbarmarg,Non-Vegetarian,Medium,430,FALSE,Non-Loyal,Low
2648,Corporate,25,Male,Chabahil,Non-Vegetarian,Mild,765,FALSE,Non-Loyal,Medium
2649,Student,26,Female,Durbarmarg,Vegetarian,Hot,468,TRUE,Loyal,Low
2650,Local,43,Female,Chabahil,Vegetarian,Mild,954,TRUE,Loyal,Medium
2651,Expat,55,Male,Koteshwor,Non-Vegetarian,Medium,911,TRUE,Loyal,Medium
2652,Local,59,Male,Putalisadak,Vegetarian,Mild,899,FALSE,Non-Loyal,Medium
2653,Local,53,Female,Balkhu,Vegetarian,Hot,478,TRUE,Loyal,Low
